Gene	Uniprot	Breast cancer	Cervical cancer	Colorectal cancer	Endometrial cancer	Glioma	Head and neck cancer	Liver cancer	Lung cancer	Melanoma	Ovarian cancer	Pancreatic cancer	Prostate cancer	Renal cancer	Stomach cancer	Testis cancer	Thyroid cancer	Urothelial cancer
C1orf35	Q9BU76	unprognostic (1.12e-1)	unprognostic (2.91e-1)	prognostic unfavourable (7.71e-4)	unprognostic (6.41e-2)	unprognostic (1.21e-1)	unprognostic (2.64e-2)	unprognostic (5.44e-3)	unprognostic (1.81e-1)	unprognostic (1.39e-1)	prognostic favourable (7.38e-4)	unprognostic (6.12e-2)	unprognostic (1.39e-1)	prognostic unfavourable (1.79e-6)	unprognostic (2.70e-1)	unprognostic (8.58e-2)	unprognostic (5.56e-2)	unprognostic (3.70e-2)
TRA2A	Q13595	unprognostic (2.55e-2)	unprognostic (2.16e-1)	unprognostic (1.24e-1)	unprognostic (6.77e-3)	unprognostic (8.05e-2)	unprognostic (3.41e-2)	prognostic unfavourable (2.07e-5)	unprognostic (1.28e-2)	unprognostic (2.50e-2)	unprognostic (4.64e-2)	unprognostic (1.87e-3)	unprognostic (6.04e-2)	prognostic unfavourable (1.79e-6)	unprognostic (1.46e-2)	unprognostic (1.52e-2)	unprognostic (8.74e-2)	unprognostic (1.36e-3)
THOC1	Q96FV9	prognostic favourable (8.43e-4)	unprognostic (2.06e-3)	unprognostic (1.84e-1)	unprognostic (3.69e-2)	unprognostic (8.75e-2)	unprognostic (1.10e-1)	prognostic unfavourable (1.83e-5)	unprognostic (6.74e-3)	unprognostic (2.49e-3)	prognostic favourable (2.89e-5)	unprognostic (3.60e-2)	unprognostic (1.35e-2)	prognostic unfavourable (1.80e-6)	unprognostic (2.03e-1)	unprognostic (2.24e-1)	unprognostic (3.42e-1)	prognostic favourable (9.62e-4)
NFATC4	Q14934	unprognostic (3.51e-1)	unprognostic (5.61e-2)	prognostic unfavourable (5.84e-4)	unprognostic (8.08e-2)	unprognostic (1.67e-1)	unprognostic (6.57e-2)	unprognostic (3.24e-2)	unprognostic (1.15e-1)	unprognostic (1.27e-1)	unprognostic (4.18e-2)	unprognostic (1.39e-1)	unprognostic (9.11e-2)	prognostic unfavourable (1.81e-6)	unprognostic (1.47e-2)	unprognostic (1.07e-1)	unprognostic (1.35e-1)	unprognostic (4.19e-2)
SLC36A1	Q7Z2H8	unprognostic (5.49e-2)	unprognostic (4.04e-2)	unprognostic (1.24e-1)	unprognostic (8.27e-3)	unprognostic (1.91e-1)	unprognostic (2.02e-1)	prognostic unfavourable (6.30e-5)	unprognostic (1.86e-1)	unprognostic (2.44e-1)	unprognostic (1.29e-3)	unprognostic (5.08e-2)	unprognostic (2.78e-1)	prognostic unfavourable (1.83e-6)	unprognostic (2.66e-2)	unprognostic (1.03e-2)	unprognostic (2.49e-1)	unprognostic (1.42e-1)
FCER1G	P30273	unprognostic (3.71e-2)	unprognostic (2.52e-2)	unprognostic (2.40e-2)	unprognostic (8.73e-3)	unprognostic (1.46e-1)	unprognostic (4.28e-2)	unprognostic (3.10e-3)	unprognostic (1.84e-1)	unprognostic (3.25e-1)	unprognostic (9.63e-2)	unprognostic (2.28e-2)	unprognostic (5.67e-2)	prognostic unfavourable (1.83e-6)	unprognostic (1.99e-1)	unprognostic (6.28e-2)	unprognostic (2.04e-2)	unprognostic (7.87e-2)
FAM49A	Q9H0Q0	unprognostic (3.45e-1)	unprognostic (1.83e-2)	unprognostic (6.50e-2)	unprognostic (1.94e-3)	unprognostic (1.88e-1)	unprognostic (7.78e-2)	unprognostic (8.61e-2)	unprognostic (3.83e-2)	unprognostic (2.61e-1)	unprognostic (2.00e-2)	unprognostic (5.74e-2)	unprognostic (8.38e-2)	prognostic unfavourable (1.83e-6)	unprognostic (1.32e-2)	unprognostic (3.43e-2)	unprognostic (3.82e-2)	prognostic unfavourable (4.46e-4)
REM1	O75628	unprognostic (6.16e-2)	unprognostic (3.17e-3)	unprognostic (2.62e-1)	unprognostic (9.65e-2)	unprognostic (6.03e-3)	unprognostic (1.84e-2)	unprognostic (4.39e-1)	unprognostic (2.15e-1)	unprognostic (2.48e-1)	unprognostic (3.88e-2)	unprognostic (4.77e-3)	unprognostic (8.03e-2)	prognostic unfavourable (1.84e-6)	unprognostic (7.79e-2)	unprognostic (4.88e-2)	unprognostic (1.57e-1)	unprognostic (3.06e-2)
ANGPTL8	Q6UXH0	unprognostic (2.37e-2)	unprognostic (1.86e-1)	unprognostic (1.15e-1)	unprognostic (1.31e-2)	unprognostic (1.17e-1)	unprognostic (1.00e-1)	unprognostic (3.73e-1)	unprognostic (2.80e-1)	unprognostic (3.49e-1)	unprognostic (1.02e-1)	unprognostic (9.67e-2)	unprognostic (1.35e-1)	prognostic unfavourable (1.84e-6)	unprognostic (1.09e-1)	unprognostic (3.55e-1)	unprognostic (4.57e-1)	unprognostic (1.75e-2)
PMS1	P54277	unprognostic (1.03e-1)	unprognostic (1.58e-2)	unprognostic (9.31e-2)	unprognostic (2.14e-1)	unprognostic (3.16e-3)	unprognostic (1.49e-2)	prognostic unfavourable (2.38e-6)	unprognostic (5.31e-2)	unprognostic (1.60e-2)	unprognostic (7.29e-3)	unprognostic (3.55e-1)	unprognostic (2.30e-1)	prognostic unfavourable (1.86e-6)	unprognostic (1.29e-1)	unprognostic (3.77e-2)	unprognostic (1.92e-2)	prognostic favourable (3.73e-4)
ADGRE5	P48960	unprognostic (3.16e-1)	unprognostic (1.80e-1)	unprognostic (5.10e-2)	unprognostic (2.30e-1)	unprognostic (2.85e-2)	unprognostic (7.24e-2)	prognostic unfavourable (3.73e-5)	unprognostic (7.51e-2)	unprognostic (6.06e-3)	unprognostic (3.14e-2)	unprognostic (1.08e-3)	unprognostic (2.37e-1)	prognostic unfavourable (1.87e-6)	unprognostic (2.08e-2)	unprognostic (4.14e-2)	unprognostic (2.44e-2)	unprognostic (6.41e-2)
FAM118A	Q9NWS6	unprognostic (6.22e-3)	unprognostic (1.19e-2)	unprognostic (9.92e-2)	unprognostic (1.56e-3)	unprognostic (1.68e-1)	unprognostic (2.09e-2)	unprognostic (3.72e-2)	unprognostic (7.61e-3)	unprognostic (9.42e-2)	unprognostic (6.11e-2)	unprognostic (5.02e-3)	unprognostic (1.12e-2)	prognostic unfavourable (1.87e-6)	unprognostic (9.76e-2)	unprognostic (1.28e-1)	unprognostic (4.50e-1)	unprognostic (1.16e-3)
E2F5	Q15329	unprognostic (8.73e-2)	unprognostic (3.45e-1)	unprognostic (3.15e-2)	unprognostic (1.02e-3)	unprognostic (6.73e-3)	unprognostic (1.62e-1)	unprognostic (3.36e-5)	unprognostic (1.23e-1)	unprognostic (9.53e-2)	unprognostic (1.28e-1)	unprognostic (3.18e-1)	unprognostic (3.87e-2)	prognostic unfavourable (1.89e-6)	unprognostic (2.88e-2)	unprognostic (3.25e-2)	unprognostic (3.64e-1)	unprognostic (2.95e-3)
DNTTIP1	Q9H147	unprognostic (7.77e-2)	unprognostic (2.19e-1)	unprognostic (2.07e-1)	unprognostic (4.52e-2)	unprognostic (2.50e-1)	unprognostic (3.05e-2)	prognostic unfavourable (1.79e-5)	unprognostic (6.29e-2)	unprognostic (7.16e-2)	unprognostic (1.85e-1)	unprognostic (5.81e-3)	unprognostic (5.63e-2)	prognostic unfavourable (1.90e-6)	unprognostic (3.18e-1)	unprognostic (1.54e-1)	unprognostic (1.19e-1)	unprognostic (1.30e-1)
HOXD10	P28358	unprognostic (4.29e-3)	unprognostic (2.51e-1)	unprognostic (2.98e-3)	unprognostic (1.69e-1)	unprognostic (1.80e-3)	unprognostic (6.82e-2)	unprognostic (1.04e-5)	unprognostic (1.19e-2)	unprognostic (1.99e-1)	unprognostic (2.19e-1)	unprognostic (5.24e-2)	unprognostic (1.60e-1)	prognostic unfavourable (1.92e-6)	unprognostic (2.15e-3)	unprognostic (4.57e-2)	unprognostic (4.86e-1)	unprognostic (1.27e-1)
CFH	P08603	unprognostic (2.40e-1)	unprognostic (9.86e-2)	unprognostic (1.22e-1)	unprognostic (8.39e-2)	unprognostic (5.40e-3)	unprognostic (1.80e-1)	unprognostic (3.75e-3)	unprognostic (7.40e-2)	unprognostic (1.06e-1)	unprognostic (1.04e-1)	unprognostic (9.08e-2)	unprognostic (2.08e-1)	prognostic unfavourable (1.92e-6)	unprognostic (6.50e-3)	unprognostic (4.49e-3)	unprognostic (1.73e-1)	unprognostic (1.37e-1)
CSAD	Q9Y600	unprognostic (1.00e-1)	unprognostic (3.28e-2)	prognostic unfavourable (9.50e-4)	unprognostic (1.57e-1)	unprognostic (7.99e-2)	prognostic favourable (6.33e-4)	prognostic favourable (1.37e-4)	unprognostic (2.46e-2)	unprognostic (7.87e-3)	unprognostic (1.01e-1)	prognostic favourable (3.39e-4)	unprognostic (3.48e-2)	prognostic unfavourable (1.93e-6)	unprognostic (4.59e-2)	unprognostic (3.47e-1)	unprognostic (1.38e-1)	prognostic favourable (6.81e-6)
FNDC1	Q4ZHG4	unprognostic (4.59e-2)	unprognostic (9.17e-3)	unprognostic (7.62e-2)	prognostic favourable (6.10e-5)	unprognostic (4.57e-1)	unprognostic (2.11e-1)	unprognostic (5.52e-2)	unprognostic (1.18e-1)	unprognostic (1.30e-1)	unprognostic (1.08e-1)	unprognostic (4.18e-2)	unprognostic (1.74e-1)	prognostic unfavourable (1.93e-6)	unprognostic (6.49e-3)	unprognostic (1.12e-1)	unprognostic (3.10e-1)	unprognostic (1.76e-3)
ELOVL5	Q9NYP7	unprognostic (7.33e-2)	unprognostic (5.80e-2)	unprognostic (1.04e-1)	unprognostic (1.92e-2)	unprognostic (1.16e-1)	unprognostic (5.01e-2)	unprognostic (3.06e-1)	unprognostic (2.19e-1)	unprognostic (4.38e-2)	unprognostic (1.43e-2)	unprognostic (3.23e-1)	unprognostic (6.40e-2)	prognostic unfavourable (1.94e-6)	unprognostic (1.58e-1)	unprognostic (5.12e-2)	prognostic unfavourable (6.80e-4)	unprognostic (2.76e-2)
VSIG4	Q9Y279	unprognostic (6.87e-3)	unprognostic (4.79e-2)	prognostic unfavourable (1.34e-4)	unprognostic (3.19e-1)	unprognostic (1.30e-2)	unprognostic (1.53e-2)	unprognostic (9.37e-3)	unprognostic (1.24e-1)	unprognostic (3.10e-1)	unprognostic (1.37e-3)	unprognostic (1.06e-1)	unprognostic (2.77e-1)	prognostic unfavourable (1.95e-6)	unprognostic (3.70e-2)	unprognostic (5.45e-2)	unprognostic (3.37e-2)	unprognostic (3.47e-2)
PLEKHA2		unprognostic (2.78e-1)	unprognostic (8.80e-3)	unprognostic (4.15e-3)	unprognostic (3.03e-1)	unprognostic (8.61e-2)	unprognostic (9.07e-3)	unprognostic (6.16e-3)	unprognostic (1.45e-1)	unprognostic (1.76e-1)	unprognostic (1.08e-1)	unprognostic (1.39e-2)	unprognostic (6.59e-2)	prognostic unfavourable (1.95e-6)	unprognostic (2.39e-2)	unprognostic (1.00e-1)	unprognostic (4.55e-2)	unprognostic (9.60e-3)
CEP250	Q9BV73	unprognostic (6.35e-2)	unprognostic (2.94e-1)	unprognostic (2.31e-1)	unprognostic (1.21e-3)	unprognostic (1.99e-1)	unprognostic (1.94e-1)	prognostic unfavourable (1.77e-7)	unprognostic (1.60e-1)	unprognostic (7.81e-2)	unprognostic (3.47e-2)	prognostic favourable (9.27e-6)	unprognostic (1.42e-1)	prognostic unfavourable (1.97e-6)	unprognostic (1.30e-1)	unprognostic (6.40e-2)	unprognostic (2.90e-3)	unprognostic (4.57e-2)
CRISPLD2	Q9H0B8	unprognostic (8.91e-3)	unprognostic (3.05e-1)	unprognostic (2.63e-2)	unprognostic (2.02e-2)	unprognostic (7.12e-2)	unprognostic (2.30e-1)	unprognostic (2.11e-2)	unprognostic (5.58e-3)	unprognostic (1.48e-1)	unprognostic (5.50e-2)	unprognostic (2.67e-1)	unprognostic (2.87e-2)	prognostic unfavourable (1.97e-6)	unprognostic (7.35e-3)	unprognostic (3.38e-2)	unprognostic (2.99e-3)	unprognostic (5.15e-3)
RASA3	Q14644	unprognostic (3.41e-1)	unprognostic (1.34e-2)	unprognostic (1.83e-2)	unprognostic (2.75e-1)	unprognostic (6.15e-3)	unprognostic (1.37e-1)	unprognostic (2.06e-3)	unprognostic (4.01e-2)	unprognostic (3.92e-1)	unprognostic (2.02e-1)	unprognostic (1.15e-2)	unprognostic (1.47e-1)	prognostic unfavourable (1.99e-6)	unprognostic (8.98e-2)	unprognostic (8.16e-3)	unprognostic (5.08e-2)	unprognostic (4.11e-2)
HIST1H4E	P62805	unprognostic (8.62e-2)	unprognostic (4.86e-2)	unprognostic (5.71e-3)	unprognostic (1.23e-1)	unprognostic (1.63e-1)	unprognostic (1.57e-1)	unprognostic (5.08e-3)	unprognostic (7.99e-2)	unprognostic (1.21e-1)	unprognostic (6.57e-2)	unprognostic (2.34e-3)	unprognostic (4.34e-2)	prognostic unfavourable (2.00e-6)	unprognostic (1.28e-2)	unprognostic (1.88e-1)	unprognostic (1.40e-1)	unprognostic (4.92e-2)
YY1AP1	Q9H869	unprognostic (1.96e-2)	unprognostic (2.80e-1)	unprognostic (1.09e-2)	unprognostic (5.67e-2)	unprognostic (3.91e-2)	unprognostic (1.77e-1)	unprognostic (2.86e-3)	unprognostic (1.23e-1)	unprognostic (6.95e-2)	unprognostic (8.13e-2)	unprognostic (6.87e-2)	unprognostic (8.65e-2)	prognostic unfavourable (2.01e-6)	unprognostic (6.81e-2)	unprognostic (2.10e-1)	unprognostic (3.39e-1)	unprognostic (5.84e-2)
ANKZF1	Q9H8Y5	unprognostic (5.23e-2)	unprognostic (2.23e-1)	unprognostic (1.12e-3)	unprognostic (8.27e-2)	unprognostic (3.38e-1)	unprognostic (7.95e-3)	prognostic unfavourable (3.09e-5)	unprognostic (3.87e-2)	unprognostic (9.68e-3)	unprognostic (7.82e-3)	unprognostic (1.24e-2)	unprognostic (3.26e-3)	prognostic unfavourable (2.01e-6)	unprognostic (1.49e-2)	unprognostic (1.62e-1)	unprognostic (3.35e-1)	unprognostic (2.88e-3)
CD96	P40200	unprognostic (1.06e-3)	unprognostic (3.95e-3)	unprognostic (4.16e-3)	unprognostic (1.91e-5)	unprognostic (4.72e-3)	prognostic favourable (5.52e-4)	unprognostic (2.12e-2)	unprognostic (3.48e-2)	unprognostic (6.06e-2)	unprognostic (4.84e-3)	unprognostic (2.44e-2)	unprognostic (2.77e-1)	prognostic unfavourable (2.02e-6)	unprognostic (3.12e-1)	unprognostic (4.42e-2)	unprognostic (3.90e-2)	prognostic favourable (5.23e-5)
YWHAZ	P63104	unprognostic (4.70e-3)	unprognostic (7.38e-3)	unprognostic (8.09e-2)	prognostic unfavourable (3.91e-4)	unprognostic (1.83e-3)	unprognostic (2.00e-2)	prognostic unfavourable (2.28e-5)	prognostic unfavourable (3.93e-4)	unprognostic (1.65e-1)	unprognostic (3.72e-1)	prognostic unfavourable (1.20e-5)	unprognostic (1.09e-1)	prognostic unfavourable (2.03e-6)	unprognostic (1.02e-1)	unprognostic (1.69e-1)	unprognostic (1.20e-1)	unprognostic (1.49e-1)
SPIDR	Q14159	unprognostic (5.58e-2)	unprognostic (2.24e-2)	unprognostic (2.71e-2)	unprognostic (7.45e-2)	unprognostic (4.72e-3)	unprognostic (7.99e-2)	unprognostic (3.17e-2)	unprognostic (2.15e-3)	unprognostic (2.93e-2)	prognostic unfavourable (8.91e-4)	unprognostic (1.74e-1)	unprognostic (1.92e-2)	prognostic unfavourable (2.04e-6)	unprognostic (5.30e-1)	unprognostic (1.97e-1)	unprognostic (8.43e-2)	unprognostic (1.35e-2)
MYLK	Q15746	unprognostic (2.80e-2)	unprognostic (5.05e-2)	unprognostic (5.55e-2)	unprognostic (2.85e-2)	unprognostic (1.69e-1)	unprognostic (1.41e-1)	unprognostic (4.86e-2)	unprognostic (8.55e-2)	unprognostic (1.20e-1)	unprognostic (1.40e-1)	unprognostic (8.21e-2)	unprognostic (1.58e-1)	prognostic unfavourable (2.04e-6)	unprognostic (5.26e-3)	unprognostic (9.60e-2)	unprognostic (3.00e-1)	prognostic unfavourable (4.46e-4)
SH3PXD2A	Q5TCZ1	unprognostic (1.03e-1)	unprognostic (1.04e-1)	unprognostic (1.95e-2)	unprognostic (3.00e-2)	unprognostic (1.33e-1)	unprognostic (1.52e-1)	unprognostic (1.80e-2)	unprognostic (1.38e-1)	unprognostic (4.83e-1)	prognostic unfavourable (3.18e-4)	unprognostic (5.83e-2)	unprognostic (3.76e-2)	prognostic unfavourable (2.04e-6)	unprognostic (1.25e-1)	unprognostic (2.59e-1)	unprognostic (5.78e-3)	unprognostic (2.62e-2)
TMEM119	Q4V9L6	unprognostic (4.90e-2)	unprognostic (2.66e-1)	unprognostic (6.84e-2)	unprognostic (5.97e-2)	unprognostic (2.35e-1)	unprognostic (3.29e-2)	unprognostic (6.67e-2)	unprognostic (8.40e-2)	unprognostic (1.51e-1)	prognostic unfavourable (8.37e-4)	unprognostic (1.61e-1)	unprognostic (1.56e-1)	prognostic unfavourable (2.06e-6)	unprognostic (1.29e-2)	unprognostic (8.76e-3)	unprognostic (1.40e-2)	unprognostic (1.87e-2)
APBB3	O95704	unprognostic (7.63e-2)	unprognostic (4.58e-2)	unprognostic (1.13e-2)	unprognostic (1.36e-2)	unprognostic (1.29e-1)	unprognostic (1.40e-3)	unprognostic (1.44e-1)	unprognostic (5.06e-2)	unprognostic (7.22e-2)	unprognostic (1.98e-1)	prognostic favourable (6.79e-4)	unprognostic (9.65e-2)	prognostic unfavourable (2.06e-6)	unprognostic (1.06e-1)	unprognostic (4.59e-1)	unprognostic (9.38e-2)	unprognostic (4.67e-2)
RPF2	Q9H7B2	unprognostic (2.85e-3)	unprognostic (2.19e-2)	unprognostic (6.00e-2)	unprognostic (2.90e-3)	unprognostic (4.45e-1)	prognostic unfavourable (2.04e-4)	prognostic unfavourable (2.25e-4)	unprognostic (1.14e-1)	unprognostic (1.12e-1)	unprognostic (1.99e-1)	unprognostic (8.43e-2)	unprognostic (9.16e-2)	prognostic unfavourable (2.07e-6)	unprognostic (2.39e-2)	unprognostic (2.35e-1)	unprognostic (1.28e-1)	unprognostic (1.86e-1)
CXCL2	P19875	prognostic favourable (5.93e-5)	prognostic unfavourable (1.41e-4)	unprognostic (5.28e-3)	unprognostic (1.36e-1)	unprognostic (2.64e-3)	unprognostic (1.27e-1)	unprognostic (7.14e-3)	unprognostic (3.00e-1)	unprognostic (1.72e-1)	unprognostic (1.49e-1)	unprognostic (6.72e-2)	unprognostic (1.37e-1)	prognostic unfavourable (2.07e-6)	unprognostic (1.05e-2)	unprognostic (2.33e-1)	unprognostic (2.11e-1)	unprognostic (1.59e-1)
SLAMF6	Q96DU3	prognostic favourable (9.42e-4)	prognostic favourable (2.78e-4)	unprognostic (8.65e-2)	prognostic favourable (9.53e-4)	unprognostic (5.85e-2)	prognostic favourable (7.34e-5)	unprognostic (3.16e-3)	unprognostic (9.78e-2)	prognostic favourable (1.25e-4)	unprognostic (2.31e-3)	unprognostic (2.09e-1)	unprognostic (1.57e-1)	prognostic unfavourable (2.09e-6)	unprognostic (2.78e-1)	unprognostic (1.01e-1)	unprognostic (2.33e-2)	unprognostic (8.21e-3)
SCNN1B	P51168	unprognostic (7.45e-2)	unprognostic (1.76e-3)	unprognostic (1.39e-1)	unprognostic (6.74e-3)	unprognostic (1.74e-2)	unprognostic (5.11e-3)	unprognostic (7.74e-2)	unprognostic (5.49e-3)	unprognostic (2.60e-1)	unprognostic (2.40e-1)	unprognostic (3.68e-1)	unprognostic (2.84e-1)	prognostic unfavourable (2.09e-6)	unprognostic (2.32e-1)	unprognostic (4.66e-2)	unprognostic (3.93e-3)	unprognostic (1.25e-2)
SH3KBP1	Q96B97	unprognostic (1.17e-2)	unprognostic (1.33e-1)	unprognostic (9.48e-2)	unprognostic (4.65e-3)	unprognostic (1.62e-1)	unprognostic (2.88e-2)	unprognostic (6.47e-2)	unprognostic (9.91e-2)	unprognostic (9.75e-2)	unprognostic (1.76e-3)	unprognostic (5.96e-3)	unprognostic (2.49e-1)	prognostic unfavourable (2.10e-6)	unprognostic (4.00e-1)	unprognostic (1.54e-1)	unprognostic (3.94e-2)	unprognostic (4.92e-2)
TP53I13	Q8NBR0	unprognostic (1.93e-1)	unprognostic (4.90e-2)	unprognostic (2.50e-3)	unprognostic (9.31e-3)	unprognostic (4.94e-3)	unprognostic (1.05e-2)	unprognostic (2.17e-1)	unprognostic (2.41e-1)	unprognostic (1.85e-1)	unprognostic (5.47e-2)	prognostic favourable (3.13e-5)	unprognostic (1.95e-1)	prognostic unfavourable (2.10e-6)	unprognostic (1.93e-1)	unprognostic (1.94e-1)	unprognostic (1.41e-1)	unprognostic (2.92e-2)
DNAJB13	P59910	unprognostic (1.07e-1)	unprognostic (3.23e-2)	unprognostic (3.27e-3)	unprognostic (1.56e-2)	unprognostic (1.03e-1)	unprognostic (1.20e-4)	unprognostic (1.30e-2)	unprognostic (1.72e-4)	unprognostic (5.00e-2)	unprognostic (4.73e-2)	unprognostic (6.30e-2)	unprognostic (1.22e-1)	prognostic unfavourable (2.10e-6)	unprognostic (3.32e-2)	unprognostic (1.41e-1)	unprognostic (9.44e-2)	unprognostic (2.40e-2)
SNRPF	P62306	unprognostic (6.86e-2)	unprognostic (1.70e-3)	unprognostic (3.08e-1)	unprognostic (5.63e-2)	unprognostic (3.12e-2)	unprognostic (3.32e-2)	unprognostic (1.23e-2)	unprognostic (1.18e-1)	unprognostic (2.74e-2)	unprognostic (6.81e-2)	unprognostic (2.22e-1)	unprognostic (7.34e-2)	prognostic unfavourable (2.11e-6)	unprognostic (8.06e-2)	unprognostic (3.81e-2)	unprognostic (1.80e-1)	unprognostic (1.52e-2)
ANXA2	P07355	unprognostic (1.61e-1)	unprognostic (1.31e-3)	unprognostic (1.84e-1)	prognostic favourable (6.88e-5)	unprognostic (4.06e-3)	unprognostic (5.42e-3)	prognostic unfavourable (2.54e-5)	prognostic unfavourable (7.51e-4)	unprognostic (2.94e-1)	unprognostic (4.10e-3)	prognostic unfavourable (8.47e-6)	unprognostic (5.16e-2)	prognostic unfavourable (2.11e-6)	unprognostic (7.74e-2)	unprognostic (2.55e-1)	unprognostic (7.41e-2)	prognostic unfavourable (6.59e-5)
SPDL1	Q96EA4	unprognostic (2.61e-2)	unprognostic (1.94e-1)	unprognostic (8.59e-3)	prognostic unfavourable (1.18e-4)	unprognostic (4.24e-1)	unprognostic (1.23e-2)	prognostic unfavourable (1.48e-6)	unprognostic (2.63e-3)	unprognostic (5.70e-3)	unprognostic (8.27e-3)	prognostic unfavourable (1.19e-5)	unprognostic (2.92e-2)	prognostic unfavourable (2.13e-6)	unprognostic (2.81e-1)	unprognostic (3.13e-1)	unprognostic (3.28e-2)	unprognostic (2.93e-1)
H2AFZ	P0C0S5	unprognostic (1.21e-2)	unprognostic (2.97e-3)	unprognostic (1.03e-3)	unprognostic (7.60e-2)	unprognostic (1.97e-1)	unprognostic (8.74e-3)	prognostic unfavourable (1.02e-5)	unprognostic (2.29e-3)	unprognostic (1.98e-1)	unprognostic (4.99e-3)	unprognostic (9.70e-2)	unprognostic (1.05e-2)	prognostic unfavourable (2.16e-6)	unprognostic (3.02e-1)	unprognostic (1.33e-1)	unprognostic (6.34e-2)	unprognostic (1.52e-1)
GOLGA8A	A7E2F4	unprognostic (4.80e-2)	unprognostic (1.26e-2)	unprognostic (4.54e-1)	unprognostic (1.32e-1)	unprognostic (2.42e-2)	unprognostic (2.10e-2)	unprognostic (8.11e-3)	prognostic favourable (7.58e-4)	unprognostic (2.74e-2)	unprognostic (4.37e-1)	unprognostic (2.63e-3)	unprognostic (2.25e-2)	prognostic unfavourable (2.16e-6)	unprognostic (2.23e-1)	unprognostic (1.39e-1)	unprognostic (2.26e-1)	prognostic favourable (5.68e-6)
FEZ1	Q99689	unprognostic (5.68e-2)	prognostic unfavourable (9.06e-5)	unprognostic (7.40e-2)	unprognostic (3.73e-1)	unprognostic (1.08e-1)	unprognostic (2.30e-2)	unprognostic (2.72e-1)	unprognostic (2.06e-1)	unprognostic (8.30e-2)	unprognostic (2.08e-1)	unprognostic (2.81e-1)	unprognostic (5.63e-2)	prognostic unfavourable (2.16e-6)	unprognostic (2.14e-2)	unprognostic (2.68e-1)	unprognostic (3.99e-2)	unprognostic (1.02e-1)
EPO	P01588	unprognostic (2.93e-1)	unprognostic (1.57e-2)	unprognostic (1.08e-3)	unprognostic (7.30e-2)	unprognostic (1.09e-1)	unprognostic (1.78e-3)	prognostic unfavourable (5.67e-5)	unprognostic (3.52e-2)	unprognostic (5.16e-2)	unprognostic (9.70e-2)	unprognostic (2.44e-3)	unprognostic (3.31e-1)	prognostic unfavourable (2.18e-6)	unprognostic (4.80e-2)	unprognostic (1.87e-1)	unprognostic (1.59e-2)	unprognostic (3.34e-1)
HSF4	Q9ULV5	unprognostic (1.90e-1)	unprognostic (3.05e-2)	prognostic unfavourable (8.24e-5)	unprognostic (9.20e-3)	unprognostic (2.61e-1)	unprognostic (1.43e-1)	unprognostic (8.98e-2)	unprognostic (1.36e-1)	unprognostic (4.06e-2)	unprognostic (2.45e-1)	unprognostic (2.85e-2)	unprognostic (4.26e-3)	prognostic unfavourable (2.19e-6)	unprognostic (1.20e-1)	unprognostic (1.33e-1)	unprognostic (4.48e-2)	unprognostic (8.74e-3)
RPLP2	P05387	unprognostic (6.98e-3)	unprognostic (2.21e-1)	unprognostic (4.57e-2)	unprognostic (8.63e-2)	unprognostic (2.30e-2)	unprognostic (2.39e-1)	prognostic unfavourable (9.14e-4)	unprognostic (1.63e-1)	unprognostic (2.98e-1)	unprognostic (1.93e-1)	unprognostic (2.08e-1)	unprognostic (2.99e-1)	prognostic unfavourable (2.19e-6)	unprognostic (6.52e-2)	unprognostic (1.67e-1)	unprognostic (1.16e-1)	unprognostic (3.31e-2)
CDC42SE1	Q9NRR8	unprognostic (1.59e-2)	unprognostic (5.76e-2)	unprognostic (8.93e-3)	unprognostic (4.61e-3)	unprognostic (1.63e-1)	unprognostic (5.76e-2)	unprognostic (2.85e-2)	unprognostic (1.71e-1)	unprognostic (6.96e-3)	unprognostic (2.19e-1)	unprognostic (2.59e-2)	unprognostic (3.04e-1)	prognostic unfavourable (2.19e-6)	unprognostic (9.94e-2)	unprognostic (4.89e-2)	unprognostic (2.86e-3)	unprognostic (4.12e-2)
UBE2A	P49459	unprognostic (2.27e-3)	prognostic favourable (2.16e-4)	unprognostic (1.12e-1)	unprognostic (9.09e-2)	unprognostic (1.63e-1)	prognostic unfavourable (9.07e-4)	unprognostic (1.66e-3)	unprognostic (1.96e-2)	unprognostic (6.54e-2)	unprognostic (2.96e-2)	unprognostic (3.49e-2)	unprognostic (1.33e-1)	prognostic unfavourable (2.20e-6)	unprognostic (9.54e-2)	unprognostic (3.06e-2)	unprognostic (1.21e-1)	unprognostic (7.92e-2)
